,s,p,o,type,ss,os,obj_len_3b,obj_len_sm,prompt
295,Q191324,P30,Q15,train,Middle Kingdom of Egypt,Africa,2,2,What continent is Middle Kingdom of Egypt located on?
296,Q386331,P30,Q18,train,Grande River,South America,3,3,What continent is Grande River located on?
297,Q1067725,P30,Q46,train,Villeneuve-sur-Auvers,Europe,2,2,What continent is Villeneuve-sur-Auvers located on?
298,Q118850,P30,Q48,train,Chao Phraya River,Asia,2,2,What continent is Chao Phraya River located on?
299,Q1439,P30,Q49,train,Texas,North America,3,3,What continent is Texas located on?
300,Q192184,P30,Q15,train,"Saint Helena, Ascension and Tristan da Cunha",Africa,2,2,"What continent is Saint Helena, Ascension and Tristan da Cunha located on?"
301,Q414,P30,Q18,train,Argentina,South America,3,3,What continent is Argentina located on?
302,Q107299,P30,Q46,train,Kingdom of Northumbria,Europe,2,2,What continent is Kingdom of Northumbria located on?
303,Q1192067,P30,Q48,train,Min,Asia,2,2,What continent is Min located on?
304,Q1454,P30,Q49,train,North Carolina,North America,3,3,What continent is North Carolina located on?
305,Q193619,P30,Q15,train,Union of South Africa,Africa,2,2,What continent is Union of South Africa located on?
306,Q419,P30,Q18,train,Peru,South America,3,3,What continent is Peru located on?
307,Q1075070,P30,Q46,train,Ponoy,Europe,2,2,What continent is Ponoy located on?
308,Q1193822,P30,Q48,train,Wuyue,Asia,2,2,What continent is Wuyue located on?
309,Q1472068,P30,Q49,train,Johns Hopkins Hospital,North America,3,3,What continent is Johns Hopkins Hospital located on?
310,Q199688,P30,Q15,train,Almohad Caliphate,Africa,2,2,What continent is Almohad Caliphate located on?
311,Q4230,P30,Q18,train,Union of South American Nations,South America,3,3,What continent is Union of South American Nations located on?
312,Q107675480,P30,Q46,train,"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",Europe,2,2,"What continent is Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences located on?"
313,Q1195,P30,Q48,train,Meghalaya,Asia,2,2,What continent is Meghalaya located on?
314,Q14874733,P30,Q49,train,Okanagan Basin,North America,3,3,What continent is Okanagan Basin located on?
315,Q200875,P30,Q15,train,National Democratic Congress,Africa,2,2,What continent is National Democratic Congress located on?
316,Q4264,P30,Q18,train,Mercosur,South America,3,3,What continent is Mercosur located on?
317,Q1083,P30,Q46,train,Salerno,Europe,2,2,What continent is Salerno located on?
318,Q1198163,P30,Q48,train,Southern Ming Dynasty,Asia,2,2,What continent is Southern Ming Dynasty located on?
319,Q1497,P30,Q49,train,Mississippi River,North America,3,3,What continent is Mississippi River located on?
320,Q2017684,P30,Q15,train,French protectorate of Tunisia,Africa,2,2,What continent is French protectorate of Tunisia located on?
321,Q4361,P30,Q18,train,Curitiba,South America,3,3,What continent is Curitiba located on?
322,Q1085,P30,Q46,train,Prague,Europe,2,2,What continent is Prague located on?
323,Q12060881,P30,Q48,train,Imperial China,Asia,2,2,What continent is Imperial China located on?
324,Q1523372,P30,Q49,train,St. Simons,North America,3,3,What continent is St. Simons located on?
325,Q202311,P30,Q15,train,Egypt,Africa,2,2,What continent is Egypt located on?
326,Q4740899,P30,Q18,train,Amazonian Craton,South America,3,3,What continent is Amazonian Craton located on?
327,Q108672,P30,Q46,train,Dąbrowa Górnicza,Europe,2,2,What continent is Dąbrowa Górnicza located on?
328,Q1240096,P30,Q48,train,Hyderabad State,Asia,2,2,What continent is Hyderabad State located on?
329,Q15282,P30,Q49,train,Nuevo León,North America,3,3,What continent is Nuevo León located on?
330,Q2046345,P30,Q15,train,Colonial Nigeria,Africa,2,2,What continent is Colonial Nigeria located on?
331,Q509818,P30,Q18,train,Marabá,South America,3,3,What continent is Marabá located on?
332,Q1088409,P30,Q46,train,Chrudimka,Europe,2,2,What continent is Chrudimka located on?
333,Q12446581,P30,Q48,train,"Malaviya National Institute of Technology, Jaipur",Asia,2,2,"What continent is Malaviya National Institute of Technology, Jaipur located on?"
334,Q1546,P30,Q49,train,Iowa,North America,3,3,What continent is Iowa located on?
335,Q207521,P30,Q15,train,Ethiopian Empire,Africa,2,2,What continent is Ethiopian Empire located on?
336,Q54886,P30,Q18,train,Cuenca,South America,3,3,What continent is Cuenca located on?
337,Q1088931,P30,Q46,train,Taburnus,Europe,2,2,What continent is Taburnus located on?
338,Q124653,P30,Q48,train,Tobol,Asia,2,2,What continent is Tobol located on?
339,Q1555,P30,Q49,train,Guatemala City,North America,3,3,What continent is Guatemala City located on?
340,Q20855070,P30,Q15,train,Kumbungu District,Africa,2,2,What continent is Kumbungu District located on?
341,Q62823,P30,Q18,train,Barranquilla,South America,3,3,What continent is Barranquilla located on?
342,Q1093,P30,Q46,train,Limburg,Europe,2,2,What continent is Limburg located on?
343,Q124873,P30,Q48,train,Mindanao,Asia,2,2,What continent is Mindanao located on?
344,Q156006,P30,Q49,train,Red River of the North,North America,3,3,What continent is Red River of the North located on?
345,Q20855220,P30,Q15,train,Tolon District,Africa,2,2,What continent is Tolon District located on?
346,Q717,P30,Q18,train,Venezuela,South America,3,3,What continent is Venezuela located on?
347,Q10957559,P30,Q46,train,Principality of Moldavia,Europe,2,2,What continent is Principality of Moldavia located on?
348,Q125384,P30,Q48,train,Luzon,Asia,2,2,What continent is Luzon located on?
349,Q156032,P30,Q49,train,Red River of the South,North America,3,3,What continent is Red River of the South located on?
350,Q210682,P30,Q15,train,French West Africa,Africa,2,2,What continent is French West Africa located on?
351,Q730,P30,Q18,train,Suriname,South America,3,3,What continent is Suriname located on?
352,Q1096160,P30,Q46,train,Pervenchères,Europe,2,2,What continent is Pervenchères located on?
353,Q12824780,P30,Q48,train,Asia Minor,Asia,2,2,What continent is Asia Minor located on?
354,Q1581,P30,Q49,train,Missouri,North America,3,3,What continent is Missouri located on?
355,Q213510,P30,Q15,train,Belgian Congo,Africa,2,2,What continent is Belgian Congo located on?
356,Q733,P30,Q18,train,Paraguay,South America,3,3,What continent is Paraguay located on?
357,Q10965,P30,Q46,train,Ebro,Europe,2,2,What continent is Ebro located on?
358,Q128841,P30,Q48,train,Sakurajima,Asia,2,2,What continent is Sakurajima located on?
359,Q1587879,P30,Q49,train,Harvard Stadium,North America,3,3,What continent is Harvard Stadium located on?
360,Q217040,P30,Q15,train,Tamale,Africa,2,2,What continent is Tamale located on?
361,Q734,P30,Q18,train,Guyana,South America,3,3,What continent is Guyana located on?
362,Q1108445,P30,Q46,train,Kievan Rus',Europe,2,2,What continent is Kievan Rus' located on?
363,Q128904,P30,Q48,train,Elam,Asia,2,2,What continent is Elam located on?
364,Q1588,P30,Q49,train,Louisiana,North America,3,3,What continent is Louisiana located on?
365,Q217043,P30,Q15,train,Olduvai Gorge,Africa,2,2,What continent is Olduvai Gorge located on?
366,Q736,P30,Q18,train,Ecuador,South America,3,3,What continent is Ecuador located on?
367,Q1111029,P30,Q46,train,Saint-Wandrille-Rançon,Europe,2,2,What continent is Saint-Wandrille-Rançon located on?
368,Q128938,P30,Q48,train,Shang dynasty,Asia,2,2,What continent is Shang dynasty located on?
369,Q16,P30,Q49,train,Canada,North America,3,3,What continent is Canada located on?
370,Q217169,P30,Q15,train,Rhodesia,Africa,2,2,What continent is Rhodesia located on?
371,Q738144,P30,Q18,train,United Provinces of the Río de la Plata,South America,3,3,What continent is United Provinces of the Río de la Plata located on?
372,Q11178782,P30,Q46,train,Czechoslovak Republic,Europe,2,2,What continent is Czechoslovak Republic located on?
373,Q129286,P30,Q48,train,British India,Asia,2,2,What continent is British India located on?
374,Q160636,P30,Q49,train,Rio Grande,North America,3,3,What continent is Rio Grande located on?
375,Q218272,P30,Q15,train,Algeria,Africa,2,2,What continent is Algeria located on?
376,Q739,P30,Q18,train,Colombia,South America,3,3,What continent is Colombia located on?
377,Q11196,P30,Q46,train,Republika Srpska,Europe,2,2,What continent is Republika Srpska located on?
378,Q1301635,P30,Q48,train,Tumakuru district,Asia,2,2,What continent is Tumakuru district located on?
379,Q1637241,P30,Q49,train,Washington Navy Yard,North America,3,3,What continent is Washington Navy Yard located on?
380,Q221283,P30,Q15,train,Cape Coast,Africa,2,2,What continent is Cape Coast located on?
381,Q750,P30,Q18,train,Bolivia,South America,3,3,What continent is Bolivia located on?
382,Q11198,P30,Q46,train,Federation of Bosnia and Herzegovina,Europe,2,2,What continent is Federation of Bosnia and Herzegovina located on?
383,Q130229,P30,Q48,train,Georgian Soviet Socialist Republic,Asia,2,2,What continent is Georgian Soviet Socialist Republic located on?
384,Q1643555,P30,Q49,train,British Honduras,North America,3,3,What continent is British Honduras located on?
385,Q22583595,P30,Q15,train,Middle Africa,Africa,2,2,What continent is Middle Africa located on?
386,Q7646305,P30,Q18,train,Surinam,South America,3,3,What continent is Surinam located on?
387,Q1122,P30,Q46,train,Walloon Brabant,Europe,2,2,What continent is Walloon Brabant located on?
388,Q130276,P30,Q48,train,Kirghiz Soviet Socialist Republic,Asia,2,2,What continent is Kirghiz Soviet Socialist Republic located on?
389,Q165482,P30,Q49,train,Smithfield,North America,3,3,What continent is Smithfield located on?
390,Q2279579,P30,Q15,train,Shire River,Africa,2,2,What continent is Shire River located on?
391,Q77,P30,Q18,train,Uruguay,South America,3,3,What continent is Uruguay located on?
392,Q1126808,P30,Q46,train,Yauza,Europe,2,2,What continent is Yauza located on?
393,Q13053139,P30,Q48,train,Hittite Empire,Asia,2,2,What continent is Hittite Empire located on?
394,Q16551,P30,Q49,train,Vermont,North America,3,3,What continent is Vermont located on?
395,Q2303765,P30,Q15,train,University of Ghana,Africa,2,2,What continent is University of Ghana located on?
396,Q804330,P30,Q18,train,Cordillera Blanca,South America,3,3,What continent is Cordillera Blanca located on?
397,Q1130713,P30,Q46,train,Kem,Europe,2,2,What continent is Kem located on?
398,Q130842,P30,Q48,train,Greater Lebanon,Asia,2,2,What continent is Greater Lebanon located on?
399,Q1656847,P30,Q49,train,Iditarod Trail,North America,3,3,What continent is Iditarod Trail located on?
400,Q240319,P30,Q15,train,Tamale Metropolitan District,Africa,2,2,What continent is Tamale Metropolitan District located on?
401,Q82601,P30,Q18,train,Tierra del Fuego,South America,3,3,What continent is Tierra del Fuego located on?
402,Q1132165,P30,Q46,train,Sviyaga,Europe,2,2,What continent is Sviyaga located on?
403,Q1312072,P30,Q48,train,Chumysh,Asia,2,2,What continent is Chumysh located on?
404,Q166186,P30,Q49,train,Washington,North America,3,3,What continent is Washington located on?
405,Q2429397,P30,Q15,train,Ancient Carthage,Africa,2,2,What continent is Ancient Carthage located on?
406,Q847680,P30,Q18,train,Brokopondo District,South America,3,3,What continent is Brokopondo District located on?
407,Q1133871,P30,Q46,train,Psel,Europe,2,2,What continent is Psel located on?
408,Q131337,P30,Q48,train,Azerbaijan Soviet Socialist Republic,Asia,2,2,What continent is Azerbaijan Soviet Socialist Republic located on?
409,Q17012,P30,Q49,train,Guadeloupe,North America,3,3,What continent is Guadeloupe located on?
410,Q25112635,P30,Q15,train,Sagnarigu Municipal District,Africa,2,2,What continent is Sagnarigu Municipal District located on?
411,Q853332,P30,Q18,train,Cauca River,South America,3,3,What continent is Cauca River located on?
412,Q1136609,P30,Q46,train,Styr River,Europe,2,2,What continent is Styr River located on?
413,Q1323195,P30,Q48,train,Wu guo,Asia,2,2,What continent is Wu guo located on?
414,Q170479,P30,Q49,train,Vancouver Island,North America,3,3,What continent is Vancouver Island located on?
415,Q2538511,P30,Q15,train,Kenya Colony,Africa,2,2,What continent is Kenya Colony located on?
416,Q859548,P30,Q18,train,Río Negro,South America,3,3,What continent is Río Negro located on?
417,Q1138043,P30,Q46,train,Buno-Bonnevaux,Europe,2,2,What continent is Buno-Bonnevaux located on?
418,Q132646,P30,Q48,train,Bactria,Asia,2,2,What continent is Bactria located on?
419,Q17054,P30,Q49,train,Martinique,North America,3,3,What continent is Martinique located on?
420,Q262,P30,Q15,train,Algeria,Africa,2,2,What continent is Algeria located on?
421,Q8965,P30,Q18,train,Viceroyalty of New Granada,South America,3,3,What continent is Viceroyalty of New Granada located on?
422,Q1138241,P30,Q46,train,Gironville-sur-Essonne,Europe,2,2,What continent is Gironville-sur-Essonne located on?
423,Q1326742,P30,Q48,train,Southern Tang,Asia,2,2,What continent is Southern Tang located on?
424,Q170588,P30,Q49,train,Republic of Texas,North America,3,3,What continent is Republic of Texas located on?
425,Q26253,P30,Q15,train,Madeira,Africa,2,2,What continent is Madeira located on?
426,Q918126,P30,Q18,train,British Guiana,South America,3,3,What continent is British Guiana located on?
427,Q1138535,P30,Q46,train,Champcueil,Europe,2,2,What continent is Champcueil located on?
428,Q132726,P30,Q48,train,Yamuna,Asia,2,2,What continent is Yamuna located on?
429,Q170604,P30,Q49,train,New France,North America,3,3,What continent is New France located on?
430,Q271894,P30,Q15,train,French Equatorial Africa,Africa,2,2,What continent is French Equatorial Africa located on?
431,Q93360,P30,Q18,train,Bío Bío River,South America,3,3,What continent is Bío Bío River located on?
432,Q1138638,P30,Q46,train,La Forêt-Sainte-Croix,Europe,2,2,What continent is La Forêt-Sainte-Croix located on?
433,Q132856,P30,Q48,train,Armenian Soviet Socialist Republic,Asia,2,2,What continent is Armenian Soviet Socialist Republic located on?
434,Q172,P30,Q49,train,Toronto,North America,3,3,What continent is Toronto located on?
435,Q27381,P30,Q15,train,North Africa,Africa,2,2,What continent is North Africa located on?
436,Q952510,P30,Q18,train,Commewijne District,South America,3,3,What continent is Commewijne District located on?
437,Q1138644,P30,Q46,train,D'Huison-Longueville,Europe,2,2,What continent is D'Huison-Longueville located on?
438,Q133476,P30,Q48,train,Kamchatka River,Asia,2,2,What continent is Kamchatka River located on?
439,Q173,P30,Q49,train,Alabama,North America,3,3,What continent is Alabama located on?
440,Q27394,P30,Q15,train,Southern Africa,Africa,2,2,What continent is Southern Africa located on?
441,Q9642983,P30,Q18,train,São Francisco River basin,South America,3,3,What continent is São Francisco River basin located on?
442,Q1139807,P30,Q46,train,County of Portugal,Europe,2,2,What continent is County of Portugal located on?
443,Q1335260,P30,Q48,train,Emirate of Afghanistan,Asia,2,2,What continent is Emirate of Afghanistan located on?
444,Q176,P30,Q49,train,Quebec,North America,3,3,What continent is Quebec located on?
445,Q27407,P30,Q15,train,East Africa,Africa,2,2,What continent is East Africa located on?
446,Q9648,P30,Q18,train,Falkland Islands,South America,3,3,What continent is Falkland Islands located on?
447,Q1140152,P30,Q46,train,Irish Republic,Europe,2,2,What continent is Irish Republic located on?
448,Q134108,P30,Q48,train,Merapi,Asia,2,2,What continent is Merapi located on?
449,Q179444,P30,Q49,train,Potomac River,North America,3,3,What continent is Potomac River located on?
